
149,01-01-2006 12:09,051225,367,AMD_01,367,GeoChem,DualMining, 62.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3104,  7.3341,  0.3934, 34.6211,  0.5227,  0.1874,  0.0650,  1.4340,  0.0351,  0.0749,  0.0236,  2.3020,  0.0310, 14.2328,  0.0701,  0.1725,  0.0124,< LOD,  0.0044,< LOD,  0.0045,  0.1160,  0.0132,  2.1783,  0.0393,< LOD,  0.0053,< LOD,  0.0020,  0.0112,  0.0019,  0.0139,  0.0022,  0.0194,  0.0019,< LOD,  0.0005,  0.0372,  0.0027,  0.0299,  0.0015,  0.0049,  0.0006,  0.0105,  0.0013,< LOD,  0.0015,< LOD,  0.0027,,,,,,,  0.0097,  0.0081,< LOD,  0.0045,,,< LOD,  0.0174,< LOD,  0.0192,,,  0.2897,  0.0379,< LOD,  0.0355,< LOD,  0.0177,< LOD,  0.0042,< LOD,  0.0140,< LOD,  0.0089,,,,,,,< LOD,  0.0025,< LOD,  0.0010,< LOD,  0.0071,< LOD,  0.0008,  0.0033,  0.0023,< LOD,  0.0089,< LOD,  0.0034,< LOD,  0.0071,Passed
150,01-01-2006 12:12,051225,368,AMD_01,368,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2933,  7.5976,  0.4134, 34.9385,  0.5385,  0.2526,  0.0654,  1.3777,  0.0359,  0.0608,  0.0242,  2.1296,  0.0307, 12.6387,  0.0680,  0.0747,  0.0117,< LOD,  0.0041,< LOD,  0.0042,  0.0982,  0.0123,  2.2148,  0.0393,< LOD,  0.0053,  0.0033,  0.0021,  0.0110,  0.0019,  0.0161,  0.0023,  0.0218,  0.0019,< LOD,  0.0005,  0.0426,  0.0028,  0.0371,  0.0016,  0.0073,  0.0007,  0.0140,  0.0014,< LOD,  0.0017,  0.0029,  0.0029,,,  0.0205,  0.0015,,,  0.0319,  0.0091,< LOD,  0.0070,,,< LOD,  0.0195,< LOD,  0.0213,,,  0.4102,  0.0418,< LOD,  0.0389,< LOD,  0.0169,< LOD,  0.0043,< LOD,  0.0143,< LOD,  0.0092,,,,,,,< LOD,  0.0026,< LOD,  0.0010,  0.0147,  0.0079,< LOD,  0.0008,< LOD,  0.0023,< LOD,  0.0093,< LOD,  0.0036,< LOD,  0.0074,Passed
151,01-01-2006 12:16,051225,369,AMD_01,369,GeoChem,DualMining, 61.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2748,  6.5678,  0.3860, 29.2030,  0.4841,  0.1329,  0.0598,  1.5377,  0.0377,  0.0613,  0.0220,  1.9849,  0.0291, 12.3804,  0.0665,  0.1313,  0.0123,< LOD,  0.0046,< LOD,  0.0045,  0.1151,  0.0127,  2.4523,  0.0414,< LOD,  0.0055,< LOD,  0.0021,  0.0105,  0.0021,  0.0168,  0.0024,  0.0247,  0.0021,< LOD,  0.0004,  0.0406,  0.0030,  0.0356,  0.0017,  0.0060,  0.0006,  0.0109,  0.0014,< LOD,  0.0019,< LOD,  0.0030,,,,,,,  0.0143,  0.0095,< LOD,  0.0052,,,< LOD,  0.0197,< LOD,  0.0158,,,  0.3352,  0.0402,< LOD,  0.0376,< LOD,  0.0176,< LOD,  0.0039,< LOD,  0.0139,< LOD,  0.0092,,,,,,,< LOD,  0.0025,< LOD,  0.0010,< LOD,  0.0071,< LOD,  0.0007,  0.0028,  0.0024,< LOD,  0.0099,< LOD,  0.0035,< LOD,  0.0083,Passed
152,01-01-2006 12:33,051225,370,AMD_01,370,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.5854,  2.5696,  0.3578, 21.1792,  0.4166,  1.7345,  0.0789,< LOD,  0.0396, 26.4272,  0.1603,  1.4173,  0.0247,  0.2260,  0.0206,  0.0339,  0.0093,  0.0057,  0.0047,< LOD,  0.0053,  0.0385,  0.0084,  1.2231,  0.0270,< LOD,  0.0044,< LOD,  0.0020,  0.0110,  0.0019,  0.0037,  0.0018,  0.0108,  0.0018,< LOD,  0.0005,  0.0462,  0.0038,  0.0101,  0.0019,  0.0061,  0.0006,  0.0129,  0.0015,< LOD,  0.0032,  0.0042,  0.0039,,,,,,,< LOD,  0.0133,< LOD,  0.0072,,,< LOD,  0.0260,< LOD,  0.0273,,,  0.2360,  0.0443,< LOD,  0.0404,  0.0743,  0.0231,< LOD,  0.0044,< LOD,  0.0079,< LOD,  0.0092,,,,,,,< LOD,  0.0022,< LOD,  0.0009,< LOD,  0.0071,< LOD,  0.0008,< LOD,  0.0024,< LOD,  0.0127,< LOD,  0.0042,< LOD,  0.0085,Passed
153,01-01-2006 12:37,051225,371,AMD_01,371,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.4599,  0.5298,  0.3512,  7.5654,  0.2825,  2.1898,  0.0865,< LOD,  0.0505, 36.5809,  0.1929,  0.5004,  0.0160,< LOD,  0.0194,  0.5104,  0.0161,  0.0180,  0.0066,< LOD,  0.0060,  0.1401,  0.0132,  6.2595,  0.0612,< LOD,  0.0094,< LOD,  0.0027,  0.0301,  0.0032,  0.0578,  0.0043,  0.0412,  0.0032,< LOD,  0.0006,  0.0667,  0.0046,  0.0398,  0.0025,  0.0149,  0.0009,  0.0437,  0.0020,  0.0053,  0.0036,< LOD,  0.0042,,,,,,,< LOD,  0.0153,< LOD,  0.0076,,,  0.0308,  0.0277,< LOD,  0.0305,,,  0.1131,  0.0448,< LOD,  0.0432,  0.1801,  0.0257,< LOD,  0.0058,< LOD,  0.0138,< LOD,  0.0105,,,,,,,< LOD,  0.0028,< LOD,  0.0010,< LOD,  0.0068,< LOD,  0.0011,  0.0083,  0.0026,< LOD,  0.0131,< LOD,  0.0040,< LOD,  0.0078,Passed
154,01-01-2006 12:41,051225,372,AMD_01,372,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.4768,  0.6061,  0.3503,  7.8956,  0.2866,  2.2955,  0.0876,< LOD,  0.0511, 37.5220,  0.1962,  0.5174,  0.0162,< LOD,  0.0197,  0.5136,  0.0161,  0.0196,  0.0065,< LOD,  0.0060,  0.1493,  0.0136,  6.3994,  0.0618,  0.0101,  0.0095,  0.0033,  0.0028,  0.0299,  0.0033,  0.0597,  0.0044,  0.0430,  0.0033,< LOD,  0.0007,  0.0668,  0.0046,  0.0418,  0.0025,  0.0132,  0.0009,  0.0448,  0.0021,  0.0048,  0.0036,< LOD,  0.0042,,,,,,,< LOD,  0.0137,< LOD,  0.0076,,,  0.0415,  0.0276,< LOD,  0.0307,,,  0.1273,  0.0448,< LOD,  0.0630,  0.2041,  0.0259,< LOD,  0.0060,< LOD,  0.0148,< LOD,  0.0107,,,,,,,< LOD,  0.0028,< LOD,  0.0010,< LOD,  0.0067,< LOD,  0.0012,  0.0099,  0.0025,< LOD,  0.0131,< LOD,  0.0041,< LOD,  0.0077,Passed
155,01-01-2006 12:45,051225,373,AMD_01,373,GeoChem,DualMining, 61.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2991,< LOD,  0.2863,< LOD,  0.1630,  2.6216,  0.0884,  1.9120,  0.0689, 43.7611,  0.2059,  0.1037,  0.0097,  2.2882,  0.0377,< LOD,  0.0087,< LOD,  0.0058,< LOD,  0.0061,  0.0201,  0.0071,  0.9003,  0.0243,< LOD,  0.0038,  0.0030,  0.0024,  0.0091,  0.0020,  0.0140,  0.0026,  0.0208,  0.0023,< LOD,  0.0006,  0.0330,  0.0041,  0.0528,  0.0027,  0.0036,  0.0007,< LOD,  0.0015,< LOD,  0.0046,< LOD,  0.0044,,,,,,,  0.0218,  0.0159,< LOD,  0.0083,,,  0.0356,  0.0291,< LOD,  0.0243,,,  0.1965,  0.0488,< LOD,  0.0442,  0.2277,  0.0274,< LOD,  0.0050,< LOD,  0.0071,< LOD,  0.0097,,,,,,,< LOD,  0.0023,< LOD,  0.0009,< LOD,  0.0076,< LOD,  0.0011,< LOD,  0.0028,< LOD,  0.0148,< LOD,  0.0042,< LOD,  0.0082,Passed
156,01-01-2006 12:48,051225,374,AMD_01,374,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3333,< LOD,  0.3066,< LOD,  0.1503,  2.8346,  0.0909,< LOD,  0.0567, 48.8104,  0.2211,  0.0306,  0.0077,< LOD,  0.0215,  0.0143,  0.0078,< LOD,  0.0056,< LOD,  0.0062,  0.0178,  0.0065,  0.7713,  0.0217,< LOD,  0.0037,  0.0030,  0.0023,  0.0114,  0.0021,  0.0884,  0.0049,  0.0914,  0.0041,< LOD,  0.0006,  0.1465,  0.0062,  0.0130,  0.0021,  0.0043,  0.0008,  0.0133,  0.0016,< LOD,  0.0040,< LOD,  0.0046,,,,,,,  0.0782,  0.0171,< LOD,  0.0087,,,< LOD,  0.0313,< LOD,  0.0344,,,< LOD,  0.0472,< LOD,  0.0451,  0.2984,  0.0290,< LOD,  0.0049,< LOD,  0.0141,< LOD,  0.0125,,,,,,,< LOD,  0.0031,< LOD,  0.0011,  0.0259,  0.0096,< LOD,  0.0011,< LOD,  0.0025,< LOD,  0.0150,< LOD,  0.0044,< LOD,  0.0090,Passed
157,01-01-2006 12:56,051225,375,AMD_01,375,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3686,< LOD,  0.3046,< LOD,  0.1404,  3.0388,  0.0925,  0.0910,  0.0577, 50.2105,  0.2241,  0.0124,  0.0069,< LOD,  0.0147,< LOD,  0.0077,< LOD,  0.0056,< LOD,  0.0062,  0.0340,  0.0074,  0.6585,  0.0202,< LOD,  0.0034,< LOD,  0.0021,  0.0076,  0.0018,  0.0265,  0.0031,  0.0235,  0.0025,< LOD,  0.0006,  0.0467,  0.0045,  0.0500,  0.0028,  0.0045,  0.0008,  0.0040,  0.0016,< LOD,  0.0040,< LOD,  0.0046,,,,,,,  0.0259,  0.0161,< LOD,  0.0085,,,  0.0337,  0.0304,< LOD,  0.0335,,,  0.3388,  0.0518,< LOD,  0.0441,  0.3439,  0.0296,< LOD,  0.0051,< LOD,  0.0128,< LOD,  0.0101,,,,,,,< LOD,  0.0024,< LOD,  0.0009,< LOD,  0.0070,< LOD,  0.0011,< LOD,  0.0025,< LOD,  0.0148,< LOD,  0.0043,< LOD,  0.0082,Passed
158,01-01-2006 12:58,051225,376,AMD_01,376,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3143,< LOD,  0.3022,  4.6373,  0.2490,  2.2381,  0.0857,  0.7680,  0.0543, 36.2591,  0.1898,  0.4696,  0.0156,  3.7198,  0.0443,  0.0440,  0.0111,< LOD,  0.0061,< LOD,  0.0059,  0.0698,  0.0105,  1.6206,  0.0324,< LOD,  0.0048,  0.0035,  0.0023,  0.0109,  0.0020,  0.0210,  0.0028,  0.0297,  0.0026,< LOD,  0.0006,  0.0502,  0.0044,  0.0477,  0.0026,  0.0061,  0.0007,  0.0062,  0.0017,< LOD,  0.0036,< LOD,  0.0043,,,,,,,< LOD,  0.0152,< LOD,  0.0079,,,  0.0348,  0.0286,< LOD,  0.0318,,,  0.3802,  0.0516,< LOD,  0.0621,  0.1549,  0.0255,< LOD,  0.0053,< LOD,  0.0078,< LOD,  0.0103,,,,,,,< LOD,  0.0025,< LOD,  0.0010,< LOD,  0.0076,< LOD,  0.0009,< LOD,  0.0025,< LOD,  0.0140,< LOD,  0.0043,< LOD,  0.0087,Passed
159,01-01-2006 13:00,051225,377,AMD_01,377,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3436,< LOD,  0.3041,  4.5859,  0.2496,  2.2352,  0.0863,  0.7907,  0.0546, 36.6109,  0.1903,  0.4707,  0.0157,  3.7070,  0.0442,  0.0457,  0.0113,< LOD,  0.0061,< LOD,  0.0060,  0.0610,  0.0097,  1.6932,  0.0331,< LOD,  0.0049,< LOD,  0.0023,  0.0090,  0.0021,  0.0235,  0.0030,  0.0301,  0.0026,< LOD,  0.0006,  0.0508,  0.0044,  0.0471,  0.0026,  0.0043,  0.0007,  0.0073,  0.0017,< LOD,  0.0036,  0.0048,  0.0043,,,,,,,  0.0224,  0.0151,< LOD,  0.0079,,,< LOD,  0.0286,< LOD,  0.0229,,,  0.3719,  0.0513,< LOD,  0.0439,  0.1461,  0.0258,< LOD,  0.0046,< LOD,  0.0133,< LOD,  0.0101,,,,,,,< LOD,  0.0024,< LOD,  0.0010,< LOD,  0.0075,< LOD,  0.0009,< LOD,  0.0026,< LOD,  0.0146,< LOD,  0.0042,< LOD,  0.0087,Passed
160,01-01-2006 13:04,051225,378,AMD_01,378,GeoChem,DualMining, 60.0,Inco 904, 0.0,20Cb3, 0.0,Inco907/909, 0.0,,,  4.7068,  3.5781,< LOD,  0.3536,  0.2592,  0.2501,  0.2251,  0.0761, 12.5308,  0.1156,< LOD,  0.0283,  0.0649,  0.0119, 14.6273,  0.0770,< LOD,  0.0122,< LOD,  0.0073,< LOD,  0.0058,  0.9055,  0.0348, 24.3321,  0.1575,  0.0162,  0.0154,  0.0115,  0.0059,  0.1813,  0.0099,  0.0489,  0.0062, 15.2453,  0.0549,  0.0263,  0.0022,< LOD,  0.0023,  0.0035,  0.0011,< LOD,  0.0016,< LOD,  0.0008,< LOD,  0.0019,  0.0047,  0.0024,,,,,< LOD,  0.0036,  0.0204,  0.0082,< LOD,  0.0059,,,< LOD,  0.0141,  0.7546,  0.0312,,,< LOD,  0.0345,< LOD,  0.0335,< LOD,  0.0199,  0.0118,  0.0098,< LOD,  0.0189,  0.0359,  0.0164,,,,,,,< LOD,  0.0034,  0.0034,  0.0012,  0.0419,  0.0181,< LOD,  0.0096,  0.0157,  0.0044,< LOD,  0.0074,< LOD,  0.0022,< LOD,  0.0047,Passed
161,01-01-2006 13:07,051225,379,AMD_01,379,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,, 13.8174,  2.6572,  3.4334,  0.3988, 30.0272,  0.4957,< LOD,  0.0412,  0.0919,  0.0200,< LOD,  0.0255,  0.6576,  0.0183,  0.5511,  0.0182,  0.3690,  0.0132,  0.0054,  0.0050,< LOD,  0.0054,  0.0190,  0.0102,  0.4464,  0.0200,< LOD,  0.0049,< LOD,  0.0032,  0.0058,  0.0034,  0.0136,  0.0035, 31.5571,  0.0759,  0.0421,  0.0025,  0.0047,  0.0018,  0.0051,  0.0012,< LOD,  0.0021,  0.0020,  0.0008,< LOD,  0.0022,< LOD,  0.0030,,,< LOD,  0.0011,< LOD,  0.0058,  0.0287,  0.0027,< LOD,  0.0065,,,< LOD,  0.0177,  0.1942,  0.0175,,,< LOD,  0.0324,< LOD,  0.0309,< LOD,  0.0238,  0.0259,  0.0140,< LOD,  0.0204,  0.0790,  0.0254,,,,,,,< LOD,  0.0062,  0.0063,  0.0016,< LOD,  0.0272,< LOD,  0.0112,< LOD,  0.0020,< LOD,  0.0076,< LOD,  0.0028,< LOD,  0.0069,Passed
162,01-01-2006 12:40,051225,380,AMD_01,380,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2103,  2.7779,  0.3595, 13.0886,  0.3434,  1.6451,  0.0799,< LOD,  0.0392, 25.5722,  0.1594,  1.3685,  0.0246,  4.0336,  0.0443,  0.1327,  0.0108,< LOD,  0.0056,< LOD,  0.0057,  0.0364,  0.0086,  2.0652,  0.0360,< LOD,  0.0054,  0.0026,  0.0024,  0.0217,  0.0026,  0.1260,  0.0056,  0.0287,  0.0025,< LOD,  0.0005,  0.2281,  0.0066,  0.0147,  0.0019,  0.0055,  0.0008,  0.0250,  0.0017,  0.0054,  0.0033,< LOD,  0.0040,,,,,,,  0.0731,  0.0145,< LOD,  0.0102,,,  0.0372,  0.0269,< LOD,  0.0289,,,< LOD,  0.0414,< LOD,  0.0412,  0.0379,  0.0238,< LOD,  0.0061,< LOD,  0.0155,< LOD,  0.0135,,,,,,,< LOD,  0.0035,< LOD,  0.0013,  0.0839,  0.0120,< LOD,  0.0009,< LOD,  0.0023,< LOD,  0.0136,< LOD,  0.0041,< LOD,  0.0102,Passed
163,01-01-2006 12:45,051225,381,AMD_01,381,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2623,  2.7796,  0.3718, 15.8536,  0.3746,  1.6972,  0.0815,< LOD,  0.0398, 25.0472,  0.1594,  1.1102,  0.0226,  3.7294,  0.0429,  0.6311,  0.0175,  0.0165,  0.0064,< LOD,  0.0056,  0.2470,  0.0164,  5.6267,  0.0588,< LOD,  0.0085,< LOD,  0.0024,  0.0065,  0.0020,  0.0986,  0.0051,  0.0250,  0.0025,< LOD,  0.0006,  0.0585,  0.0040,  0.0210,  0.0019,  0.0133,  0.0008,  0.0306,  0.0017,< LOD,  0.0029,< LOD,  0.0037,,,,,,,< LOD,  0.0118,< LOD,  0.0064,,,< LOD,  0.0238,< LOD,  0.0186,,,  0.1559,  0.0410,< LOD,  0.0566,  0.0699,  0.0229,< LOD,  0.0046,< LOD,  0.0145,< LOD,  0.0118,,,,,,,< LOD,  0.0031,< LOD,  0.0012,< LOD,  0.0065,< LOD,  0.0011,  0.0063,  0.0023,< LOD,  0.0114,< LOD,  0.0038,< LOD,  0.0074,Passed
164,01-01-2006 12:49,051225,382,AMD_01,382,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3245,  3.0206,  0.3812, 15.6064,  0.3724,  1.7159,  0.0823,  0.0603,  0.0400, 24.6589,  0.1578,  1.0886,  0.0223,  3.7476,  0.0428,  0.6027,  0.0172,  0.0168,  0.0063,< LOD,  0.0056,  0.2467,  0.0165,  5.4076,  0.0577,< LOD,  0.0084,< LOD,  0.0024,  0.0046,  0.0019,  0.0946,  0.0050,  0.0235,  0.0025,< LOD,  0.0005,  0.0555,  0.0039,  0.0216,  0.0019,  0.0146,  0.0008,  0.0290,  0.0017,  0.0065,  0.0029,  0.0066,  0.0036,,,,,,,< LOD,  0.0116,< LOD,  0.0065,,,< LOD,  0.0237,< LOD,  0.0259,,,  0.1761,  0.0411,< LOD,  0.0392,  0.0732,  0.0229,< LOD,  0.0044,< LOD,  0.0147,< LOD,  0.0119,,,,,,,< LOD,  0.0031,< LOD,  0.0012,< LOD,  0.0070,< LOD,  0.0011,  0.0064,  0.0023,< LOD,  0.0115,< LOD,  0.0037,< LOD,  0.0075,Passed
165,01-01-2006 12:52,051225,383,AMD_01,383,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2371,< LOD,  0.2891,  5.5887,  0.2563,  2.1703,  0.0855,< LOD,  0.0443, 34.6960,  0.1863,  0.4547,  0.0156,  5.4696,  0.0517,  0.0440,  0.0099,< LOD,  0.0058,< LOD,  0.0060,  0.0552,  0.0092,  1.3931,  0.0301,< LOD,  0.0045,  0.0037,  0.0023,  0.0123,  0.0022,  0.0949,  0.0051,  0.0138,  0.0021,< LOD,  0.0006,  0.1039,  0.0053,  0.0281,  0.0023,  0.0065,  0.0008,  0.0093,  0.0016,< LOD,  0.0035,< LOD,  0.0042,,,,,,,  0.1133,  0.0166,< LOD,  0.0077,,,< LOD,  0.0284,< LOD,  0.0303,,,  0.1210,  0.0461,< LOD,  0.0431,  0.1318,  0.0255,< LOD,  0.0057,< LOD,  0.0146,< LOD,  0.0126,,,,,,,< LOD,  0.0030,< LOD,  0.0012,  0.1234,  0.0133,< LOD,  0.0010,< LOD,  0.0024,< LOD,  0.0140,< LOD,  0.0042,< LOD,  0.0093,Passed
166,01-01-2006 12:55,051225,384,AMD_01,384,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2620,< LOD,  0.2919,  3.5241,  0.2316,  2.1957,  0.0873,< LOD,  0.0440, 35.5278,  0.1891,  0.4855,  0.0163,  7.7196,  0.0602,  0.0686,  0.0101,< LOD,  0.0060,< LOD,  0.0061,  0.0309,  0.0085,  1.0971,  0.0272,< LOD,  0.0042,  0.0026,  0.0023,  0.0120,  0.0023,  0.0953,  0.0051,  0.0095,  0.0020,< LOD,  0.0006,  0.1449,  0.0059,  0.0102,  0.0019,  0.0051,  0.0008,  0.0129,  0.0015,< LOD,  0.0033,< LOD,  0.0041,,,,,,,  0.0671,  0.0163,< LOD,  0.0078,,,< LOD,  0.0286,< LOD,  0.0220,,,< LOD,  0.0451,< LOD,  0.0630,  0.1200,  0.0255,< LOD,  0.0047,< LOD,  0.0078,< LOD,  0.0121,,,,,,,< LOD,  0.0029,< LOD,  0.0011,  0.0325,  0.0095,< LOD,  0.0010,< LOD,  0.0023,< LOD,  0.0139,< LOD,  0.0040,< LOD,  0.0091,Passed
167,01-01-2006 12:58,051225,385,AMD_01,385,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2586,  1.1455,  0.3057,  9.8194,  0.3356,  1.7994,  0.0864,  3.5865,  0.0685, 25.1408,  0.1582,  0.9541,  0.0213,  9.3272,  0.0630,  0.0543,  0.0111,  0.0061,  0.0060,< LOD,  0.0057,  0.0476,  0.0093,  1.2260,  0.0300,< LOD,  0.0040,  0.0026,  0.0023,  0.0113,  0.0022,  0.0080,  0.0022,  0.0469,  0.0030,< LOD,  0.0006,  0.0390,  0.0038,  0.0330,  0.0021,  0.0036,  0.0007,  0.0048,  0.0015,< LOD,  0.0030,< LOD,  0.0038,,,,,,,< LOD,  0.0137,< LOD,  0.0070,,,< LOD,  0.0250,< LOD,  0.0218,,,  0.2377,  0.0462,< LOD,  0.0418,  0.0346,  0.0230,< LOD,  0.0043,< LOD,  0.0128,< LOD,  0.0090,,,,,,,< LOD,  0.0023,< LOD,  0.0009,< LOD,  0.0072,< LOD,  0.0010,< LOD,  0.0030,< LOD,  0.0131,< LOD,  0.0039,< LOD,  0.0081,Passed
168,01-01-2006 13:02,051225,386,AMD_01,386,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2285,  1.5093,  0.3224, 13.8836,  0.3617,  1.7037,  0.0821,  1.6436,  0.0549, 25.6699,  0.1591,  1.1130,  0.0225,  5.8713,  0.0513,  0.0849,  0.0113,< LOD,  0.0056,< LOD,  0.0056,  0.0770,  0.0105,  1.2106,  0.0286,< LOD,  0.0042,< LOD,  0.0021,  0.0099,  0.0020,  0.0087,  0.0022,  0.0315,  0.0026,< LOD,  0.0005,  0.0440,  0.0039,  0.0276,  0.0021,  0.0063,  0.0007,  0.0083,  0.0015,< LOD,  0.0037,< LOD,  0.0039,,,,,,,< LOD,  0.0132,< LOD,  0.0071,,,< LOD,  0.0256,< LOD,  0.0294,,,  0.3000,  0.0461,< LOD,  0.0574,  0.0587,  0.0230,< LOD,  0.0044,< LOD,  0.0134,< LOD,  0.0096,,,,,,,< LOD,  0.0022,< LOD,  0.0010,< LOD,  0.0075,< LOD,  0.0010,< LOD,  0.0026,< LOD,  0.0127,< LOD,  0.0040,< LOD,  0.0084,Passed
169,01-01-2006 13:05,051225,387,AMD_01,387,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2273,  2.1282,  0.3396, 15.9670,  0.3812,  1.7211,  0.0826,  1.5914,  0.0544, 25.0781,  0.1572,  1.0697,  0.0221,  5.2035,  0.0485,  0.0795,  0.0116,  0.0089,  0.0056,< LOD,  0.0055,  0.0535,  0.0096,  1.6346,  0.0328,< LOD,  0.0048,  0.0030,  0.0022,  0.0056,  0.0017,  0.0108,  0.0023,  0.0338,  0.0026,< LOD,  0.0005,  0.0365,  0.0036,  0.0303,  0.0021,  0.0040,  0.0007,  0.0104,  0.0015,< LOD,  0.0030,  0.0048,  0.0037,,,,,,,< LOD,  0.0126,< LOD,  0.0069,,,< LOD,  0.0248,< LOD,  0.0281,,,  0.3747,  0.0461,< LOD,  0.0397,  0.0545,  0.0229,< LOD,  0.0046,< LOD,  0.0138,< LOD,  0.0094,,,,,,,< LOD,  0.0024,< LOD,  0.0009,< LOD,  0.0070,< LOD,  0.0009,< LOD,  0.0026,< LOD,  0.0123,< LOD,  0.0040,< LOD,  0.0081,Passed
170,01-01-2006 13:09,051225,388,AMD_01,388,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2020,  2.4382,  0.3494, 18.2508,  0.3963,  1.6482,  0.0803,  0.5440,  0.0438, 24.4526,  0.1548,  1.3374,  0.0243,  3.9584,  0.0432,  0.1008,  0.0112,  0.0082,  0.0053,< LOD,  0.0054,  0.0696,  0.0100,  1.6685,  0.0324,< LOD,  0.0049,  0.0024,  0.0022,  0.0062,  0.0018,  0.0130,  0.0024,  0.0238,  0.0023,< LOD,  0.0005,  0.0465,  0.0038,  0.0269,  0.0021,  0.0059,  0.0007,  0.0101,  0.0015,< LOD,  0.0030,< LOD,  0.0038,,,,,,,< LOD,  0.0122,< LOD,  0.0069,,,  0.0348,  0.0251,< LOD,  0.0196,,,  0.2798,  0.0445,< LOD,  0.0399,  0.0446,  0.0224,< LOD,  0.0046,< LOD,  0.0080,< LOD,  0.0094,,,,,,,< LOD,  0.0024,< LOD,  0.0010,< LOD,  0.0070,< LOD,  0.0008,< LOD,  0.0024,< LOD,  0.0124,< LOD,  0.0040,< LOD,  0.0083,Passed
171,01-01-2006 13:12,051225,389,AMD_01,389,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2652,  0.3232,  0.3140,  7.0891,  0.2758,  2.2608,  0.0853,  0.2936,  0.0506, 35.6672,  0.1879,  0.6006,  0.0170,  1.1941,  0.0304,  0.0267,  0.0102,< LOD,  0.0056,< LOD,  0.0059,  0.0564,  0.0090,  1.4648,  0.0301,< LOD,  0.0046,  0.0029,  0.0022,  0.0092,  0.0019,  0.0167,  0.0026,  0.0243,  0.0025,< LOD,  0.0005,  0.0522,  0.0045,  0.0262,  0.0024,  0.0059,  0.0007,  0.0130,  0.0017,< LOD,  0.0038,< LOD,  0.0045,,,,,,,< LOD,  0.0150,< LOD,  0.0082,,,< LOD,  0.0294,< LOD,  0.0232,,,  0.3140,  0.0493,< LOD,  0.0612,  0.1617,  0.0257,< LOD,  0.0048,< LOD,  0.0140,< LOD,  0.0101,,,,,,,< LOD,  0.0025,< LOD,  0.0010,< LOD,  0.0072,< LOD,  0.0010,< LOD,  0.0026,< LOD,  0.0146,< LOD,  0.0044,< LOD,  0.0092,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,TiO2,TiO2 Err,V,V Err,Cr,Cr Err,MnO,MnO Err,Fe2O3,Fe2O3 Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
